07627;2010-01-06T22:00:00+01:00;160;2.6;78;95700.0;43.005333,1.106833;0.20000000000004547;414
07510;2010-01-07T01:00:00+01:00;180;3.6;97;99820.0;44.830667,-0.691333;1.2000000000000455;47
78925;2010-01-07T01:00:00+01:00;40;2.1;80;;14.595333,-60.995667;25.400000000000034;3
81408;2010-01-07T01:00:00+01:00;330;1.0;90;101040.0;3.890667,-51.804667;25.100000000000023;6
78925;2010-01-07T04:00:00+01:00;20;0.5;84;;14.595333,-60.995667;24.100000000000023;3
07434;2010-01-07T07:00:00+01:00;220;4.1;100;95630.0;45.861167,1.175;-0.39999999999997726;402
07690;2010-01-07T07:00:00+01:00;320;6.2;58;100230.0;43.648833,7.209;2.3000000000000114;2
07015;2010-01-04T07:00:00+01:00;260;0.5;91;101500.0;50.57,3.0975;-6.599999999999966;47
07020;2010-01-04T07:00:00+01:00;120;4.6;66;101940.0;49.725167,-1.939833;1.6000000000000227;6
07335;2010-01-04T07:00:00+01:00;40;4.6;89;100050.0;46.593833,0.314333;-1.8999999999999773;123
07630;2010-01-04T07:00:00+01:00;170;1.5;94;99250.0;43.621,1.378833;4.0;151
07314;2010-01-04T10:00:00+01:00;50;10.8;83;101110.0;46.046833,-1.4115;1.2000000000000455;11
61980;2010-01-04T13:00:00+01:00;90;3.1;82;;-20.8925,55.528667;27.900000000000034;8
61996;2010-01-04T13:00:00+01:00;270;9.8;99;;-37.795167,77.569167;14.600000000000023;27
71805;2010-01-04T16:00:00+01:00;260;6.2;100;98360.0;46.766333,-56.179167;2.7000000000000455;21
07207;2010-01-04T19:00:00+01:00;70;9.8;50;100820.0;47.294333,-3.218333;0.4000000000000341;34
07510;2010-01-04T19:00:00+01:00;10;5.1;84;100200.0;44.830667,-0.691333;3.2000000000000455;47
07577;2010-01-04T19:00:00+01:00;10;4.1;94;100210.0;44.581167,4.733;0.7000000000000455;73
07650;2010-01-04T19:00:00+01:00;80;5.1;82;100530.0;43.437667,5.216;7.100000000000023;9
61972;2010-01-04T19:00:00+01:00;170;4.1;;;-22.344167,40.340667;27.700000000000045;6
07240;2010-01-04T22:00:00+01:00;60;4.6;81;99960.0;47.4445,0.727333;-4.199999999999989;108
07577;2010-01-04T22:00:00+01:00;10;5.7;90;100190.0;44.581167,4.733;0.30000000000001137;73
07117;2010-01-05T01:00:00+01:00;140;3.6;65;100670.0;48.825833,-3.473167;1.5;55
07130;2010-01-05T01:00:00+01:00;30;1.5;84;100840.0;48.068833,-1.734;-4.2999999999999545;36
07149;2010-01-05T01:00:00+01:00;80;1.0;90;100280.0;48.716833,2.384333;-5.599999999999966;89
07190;2010-01-05T01:00:00+01:00;20;4.1;78;99450.0;48.5495,7.640333;-3.8999999999999773;150
07577;2010-01-05T01:00:00+01:00;360;5.7;82;100040.0;44.581167,4.733;-0.0999999999999659;73
07627;2010-01-05T01:00:00+01:00;0;0.0;98;95600.0;43.005333,1.106833;5.2000000000000455;414
78897;2010-01-05T01:00:00+01:00;20;0.5;81;;16.264,-61.516333;25.400000000000034;11
07577;2010-01-05T04:00:00+01:00;10;5.7;82;99850.0;44.581167,4.733;-0.2999999999999545;73
61980;2010-01-05T07:00:00+01:00;70;1.0;79;;-20.8925,55.528667;28.600000000000023;8
67005;2010-01-05T07:00:00+01:00;310;7.2;72;;-12.8055,45.282833;29.80000000000001;7
67005;2010-03-02T01:00:00+01:00;0;0.0;94;;-12.8055,45.282833;25.5;7
07027;2010-03-02T04:00:00+01:00;30;1.0;93;100920.0;49.18,-0.456167;2.7000000000000455;67
78922;2010-03-02T04:00:00+01:00;140;7.2;81;101020.0;14.7745,-60.875333;26.600000000000023;26
07621;2010-03-02T07:00:00+01:00;170;2.6;77;97680.0;43.188,0.0;1.0;360
07690;2010-03-02T10:00:00+01:00;300;1.5;41;101590.0;43.648833,7.209;13.0;2
61997;2010-03-02T10:00:00+01:00;310;17.0;81;;-46.4325,51.856667;8.800000000000011;146
07240;2010-03-02T13:00:00+01:00;40;4.1;79;100840.0;47.4445,0.727333;8.900000000000034;108
07255;2010-03-02T13:00:00+01:00;290;1.5;66;100170.0;47.059167,2.359833;11.400000000000034;161
07627;2010-03-02T16:00:00+01:00;60;3.1;42;96750.0;43.005333,1.106833;15.400000000000034;414
07005;2010-03-02T19:00:00+01:00;30;2.6;70;101560.0;50.136,1.834;6.2000000000000455;69
07149;2010-03-02T19:00:00+01:00;60;4.6;53;101220.0;48.716833,2.384333;8.0;89
07314;2010-03-02T22:00:00+01:00;70;5.1;86;101230.0;46.046833,-1.4115;9.600000000000023;11
07460;2010-03-02T22:00:00+01:00;340;0.5;76;97980.0;45.786833,3.149333;6.0;331
07510;2010-03-02T22:00:00+01:00;60;4.1;59;100690.0;44.830667,-0.691333;11.600000000000023;47
